product,price,quantity,date,region
periwinkle morsel,$1.25 ,510,9/24/2018,south
periwinkle morsel,$1.25 ,557,9/24/2018,east
periwinkle morsel,$1.25 ,567,9/24/2018,west
vermilion morsel,$4.99 ,579,9/24/2018,north
vermilion morsel,$4.99 ,577,9/24/2018,south
vermilion morsel,$4.99 ,570,9/24/2018,east
vermilion morsel,$4.99 ,590,9/24/2018,west
lapis morsel,$1.99 ,571,9/24/2018,north
lapis morsel,$1.99 ,563,9/24/2018,south
lapis morsel,$1.99 ,555,9/24/2018,east
lapis morsel,$1.99 ,540,9/24/2018,west
pink morsel,$3.00 ,510,9/25/2018,north
pink morsel,$3.00 ,590,9/25/2018,south
pink morsel,$3.00 ,537,9/25/2018,east
pink morsel,$3.00 ,567,9/25/2018,west
gold morsel,$9.99 ,555,9/25/2018,north
gold morsel,$9.99 ,510,9/25/2018,south
gold morsel,$9.99 ,562,9/25/2018,east
gold morsel,$9.99 ,600,9/25/2018,west
magenta morsel,$2.50 ,518,9/25/2018,north
magenta morsel,$2.50 ,522,9/25/2018,south
magenta morsel,$2.50 ,510,9/25/2018,east
magenta morsel,$2.50 ,588,9/25/2018,west
chartreuse morsel,$3.00 ,567,9/25/2018,north
chartreuse morsel,$3.00 ,578,9/25/2018,south
chartreuse morsel,$3.00 ,540,9/25/2018,east
chartreuse morsel,$3.00 ,598,9/25/2018,west
periwinkle morsel,$1.25 ,526,9/25/2018,north
periwinkle morsel,$1.25 ,508,9/25/2018,south
periwinkle morsel,$1.25 ,538,9/25/2018,east
periwinkle morsel,$1.25 ,538,9/25/2018,west
vermilion morsel,$4.99 ,560,9/25/2018,north
vermilion morsel,$4.99 ,559,9/25/2018,south
vermilion morsel,$4.99 ,509,9/25/2018,east
vermilion morsel,$4.99 ,579,9/25/2018,west
lapis morsel,$1.99 ,523,9/25/2018,north
lapis morsel,$1.99 ,505,9/25/2018,south
lapis morsel,$1.99 ,519,9/25/2018,east
lapis morsel,$1.99 ,566,9/25/2018,west
pink morsel,$3.00 ,539,9/26/2018,north
pink morsel,$3.00 ,505,9/26/2018,south
pink morsel,$3.00 ,571,9/26/2018,east
pink morsel,$3.00 ,500,9/26/2018,west
gold morsel,$9.99 ,540,9/26/2018,north
gold morsel,$9.99 ,543,9/26/2018,south
gold morsel,$9.99 ,582,9/26/2018,east
gold morsel,$9.99 ,544,9/26/2018,west
magenta morsel,$2.50 ,582,9/26/2018,north
magenta morsel,$2.50 ,576,9/26/2018,south
magenta morsel,$2.50 ,562,9/26/2018,east
magenta morsel,$2.50 ,537,9/26/2018,west
chartreuse morsel,$3.00 ,553,9/26/2018,north
chartreuse morsel,$3.00 ,558,9/26/2018,south
chartreuse morsel,$3.00 ,534,9/26/2018,east
chartreuse morsel,$3.00 ,539,9/26/2018,west
periwinkle morsel,$1.25 ,580,9/26/2018,north
periwinkle morsel,$1.25 ,559,9/26/2018,south
periwinkle morsel,$1.25 ,527,9/26/2018,east
periwinkle morsel,$1.25 ,596,9/26/2018,west
vermilion morsel,$4.99 ,547,9/26/2018,north
vermilion morsel,$4.99 ,584,9/26/2018,south
vermilion morsel,$4.99 ,516,9/26/2018,east
vermilion morsel,$4.99 ,590,9/26/2018,west
lapis morsel,$1.99 ,588,9/26/2018,north
lapis morsel,$1.99 ,508,9/26/2018,south
lapis morsel,$1.99 ,551,9/26/2018,east
lapis morsel,$1.99 ,560,9/26/2018,west
pink morsel,$3.00 ,544,9/27/2018,north
pink morsel,$3.00 ,571,9/27/2018,south
pink morsel,$3.00 ,581,9/27/2018,east
pink morsel,$3.00 ,529,9/27/2018,west
gold morsel,$9.99 ,545,9/27/2018,north
gold morsel,$9.99 ,504,9/27/2018,south
gold morsel,$9.99 ,519,9/27/2018,east
gold morsel,$9.99 ,562,9/27/2018,west
magenta morsel,$2.50 ,576,9/27/2018,north
magenta morsel,$2.50 ,506,9/27/2018,south
magenta morsel,$2.50 ,559,9/27/2018,east
magenta morsel,$2.50 ,529,9/27/2018,west
chartreuse morsel,$3.00 ,579,9/27/2018,north
chartreuse morsel,$3.00 ,503,9/27/2018,south
chartreuse morsel,$3.00 ,518,9/27/2018,east
chartreuse morsel,$3.00 ,582,9/27/2018,west
periwinkle morsel,$1.25 ,512,9/27/2018,north
periwinkle morsel,$1.25 ,550,9/27/2018,south
periwinkle morsel,$1.25 ,501,9/27/2018,east
periwinkle morsel,$1.25 ,578,9/27/2018,west
vermilion morsel,$4.99 ,585,9/27/2018,north
vermilion morsel,$4.99 ,562,9/27/2018,south
vermilion morsel,$4.99 ,510,9/27/2018,east
vermilion morsel,$4.99 ,542,9/27/2018,west
lapis morsel,$1.99 ,583,9/27/2018,north
lapis morsel,$1.99 ,592,9/27/2018,south
lapis morsel,$1.99 ,564,9/27/2018,east
lapis morsel,$1.99 ,536,9/27/2018,west
pink morsel,$3.00 ,583,9/28/2018,north
pink morsel,$3.00 ,511,9/28/2018,south
pink morsel,$3.00 ,551,9/28/2018,east
pink morsel,$3.00 ,504,9/28/2018,west
gold morsel,$9.99 ,553,9/28/2018,north
gold morsel,$9.99 ,539,9/28/2018,south
gold morsel,$9.99 ,502,9/28/2018,east
gold morsel,$9.99 ,592,9/28/2018,west
magenta morsel,$2.50 ,592,9/28/2018,north
magenta morsel,$2.50 ,567,9/28/2018,south
magenta morsel,$2.50 ,556,9/28/2018,east
magenta morsel,$2.50 ,568,9/28/2018,west
chartreuse morsel,$3.00 ,514,9/28/2018,north
chartreuse morsel,$3.00 ,549,9/28/2018,south
chartreuse morsel,$3.00 ,512,9/28/2018,east
chartreuse morsel,$3.00 ,561,9/28/2018,west
periwinkle morsel,$1.25 ,597,9/28/2018,north
periwinkle morsel,$1.25 ,570,9/28/2018,south
periwinkle morsel,$1.25 ,592,9/28/2018,east
periwinkle morsel,$1.25 ,597,9/28/2018,west
vermilion morsel,$4.99 ,550,9/28/2018,north
vermilion morsel,$4.99 ,560,9/28/2018,south
vermilion morsel,$4.99 ,544,9/28/2018,east
vermilion morsel,$4.99 ,543,9/28/2018,west
lapis morsel,$1.99 ,547,9/28/2018,north
lapis morsel,$1.99 ,539,9/28/2018,south
lapis morsel,$1.99 ,563,9/28/2018,east
lapis morsel,$1.99 ,520,9/28/2018,west
pink morsel,$3.00 ,506,9/29/2018,north
pink morsel,$3.00 ,541,9/29/2018,south
pink morsel,$3.00 ,567,9/29/2018,east
pink morsel,$3.00 ,532,9/29/2018,west
gold morsel,$9.99 ,537,9/29/2018,north
gold morsel,$9.99 ,558,9/29/2018,south
gold morsel,$9.99 ,535,9/29/2018,east
gold morsel,$9.99 ,560,9/29/2018,west
magenta morsel,$2.50 ,560,9/29/2018,north
magenta morsel,$2.50 ,535,9/29/2018,south
magenta morsel,$2.50 ,560,9/29/2018,east
magenta morsel,$2.50 ,517,9/29/2018,west
chartreuse morsel,$3.00 ,568,9/29/2018,north
chartreuse morsel,$3.00 ,527,9/29/2018,south
chartreuse morsel,$3.00 ,502,9/29/2018,east
chartreuse morsel,$3.00 ,591,9/29/2018,west
periwinkle morsel,$1.25 ,510,9/29/2018,north
periwinkle morsel,$1.25 ,515,9/29/2018,south
periwinkle morsel,$1.25 ,578,9/29/2018,east
periwinkle morsel,$1.25 ,582,9/29/2018,west
vermilion morsel,$4.99 ,512,9/29/2018,north
vermilion morsel,$4.99 ,578,9/29/2018,south
vermilion morsel,$4.99 ,581,9/29/2018,east
vermilion morsel,$4.99 ,530,9/29/2018,west
lapis morsel,$1.99 ,523,9/29/2018,north
lapis morsel,$1.99 ,517,9/29/2018,south
lapis morsel,$1.99 ,594,9/29/2018,east
lapis morsel,$1.99 ,552,9/29/2018,west
pink morsel,$3.00 ,582,9/30/2018,north
pink morsel,$3.00 ,512,9/30/2018,south
pink morsel,$3.00 ,553,9/30/2018,east
pink morsel,$3.00 ,508,9/30/2018,west
gold morsel,$9.99 ,568,9/30/2018,north
gold morsel,$9.99 ,535,9/30/2018,south
gold morsel,$9.99 ,586,9/30/2018,east
gold morsel,$9.99 ,551,9/30/2018,west
magenta morsel,$2.50 ,538,9/30/2018,north
magenta morsel,$2.50 ,551,9/30/2018,south
magenta morsel,$2.50 ,555,9/30/2018,east
magenta morsel,$2.50 ,596,9/30/2018,west
chartreuse morsel,$3.00 ,553,9/30/2018,north
chartreuse morsel,$3.00 ,569,9/30/2018,south
chartreuse morsel,$3.00 ,571,9/30/2018,east
chartreuse morsel,$3.00 ,597,9/30/2018,west
periwinkle morsel,$1.25 ,577,9/30/2018,north
periwinkle morsel,$1.25 ,518,9/30/2018,south
periwinkle morsel,$1.25 ,536,9/30/2018,east
periwinkle morsel,$1.25 ,533,9/30/2018,west
vermilion morsel,$4.99 ,572,9/30/2018,north
vermilion morsel,$4.99 ,541,9/30/2018,south
vermilion morsel,$4.99 ,514,9/30/2018,east
vermilion morsel,$4.99 ,509,9/30/2018,west
lapis morsel,$1.99 ,559,9/30/2018,north
lapis morsel,$1.99 ,547,9/30/2018,south
lapis morsel,$1.99 ,580,9/30/2018,east
lapis morsel,$1.99 ,539,9/30/2018,west
pink morsel,$3.00 ,594,10/1/2018,north
pink morsel,$3.00 ,544,10/1/2018,south
pink morsel,$3.00 ,585,10/1/2018,east
pink morsel,$3.00 ,550,10/1/2018,west
gold morsel,$9.99 ,595,10/1/2018,north
gold morsel,$9.99 ,599,10/1/2018,south
gold morsel,$9.99 ,598,10/1/2018,east
gold morsel,$9.99 ,567,10/1/2018,west
magenta morsel,$2.50 ,581,10/1/2018,north
magenta morsel,$2.50 ,501,10/1/2018,south
magenta morsel,$2.50 ,520,10/1/2018,east
magenta morsel,$2.50 ,547,10/1/2018,west
chartreuse morsel,$3.00 ,521,10/1/2018,north
chartreuse morsel,$3.00 ,540,10/1/2018,south
chartreuse morsel,$3.00 ,509,10/1/2018,east
chartreuse morsel,$3.00 ,561,10/1/2018,west
periwinkle morsel,$1.25 ,557,10/1/2018,north
periwinkle morsel,$1.25 ,501,10/1/2018,south
periwinkle morsel,$1.25 ,503,10/1/2018,east
periwinkle morsel,$1.25 ,563,10/1/2018,west
vermilion morsel,$4.99 ,516,10/1/2018,north
vermilion morsel,$4.99 ,502,10/1/2018,south
vermilion morsel,$4.99 ,592,10/1/2018,east
vermilion morsel,$4.99 ,529,10/1/2018,west
lapis morsel,$1.99 ,530,10/1/2018,north
lapis morsel,$1.99 ,589,10/1/2018,south
lapis morsel,$1.99 ,561,10/1/2018,east
lapis morsel,$1.99 ,525,10/1/2018,west
pink morsel,$3.00 ,560,10/2/2018,north
pink morsel,$3.00 ,567,10/2/2018,south
pink morsel,$3.00 ,600,10/2/2018,east
pink morsel,$3.00 ,580,10/2/2018,west
gold morsel,$9.99 ,516,10/2/2018,north
gold morsel,$9.99 ,502,10/2/2018,south
gold morsel,$9.99 ,528,10/2/2018,east
gold morsel,$9.99 ,599,10/2/2018,west
magenta morsel,$2.50 ,538,10/2/2018,north
magenta morsel,$2.50 ,559,10/2/2018,south
magenta morsel,$2.50 ,592,10/2/2018,east
magenta morsel,$2.50 ,531,10/2/2018,west
chartreuse morsel,$3.00 ,538,10/2/2018,north
chartreuse morsel,$3.00 ,522,10/2/2018,south
chartreuse morsel,$3.00 ,513,10/2/2018,east
chartreuse morsel,$3.00 ,551,10/2/2018,west
periwinkle morsel,$1.25 ,515,10/2/2018,north
periwinkle morsel,$1.25 ,596,10/2/2018,south
periwinkle morsel,$1.25 ,598,10/2/2018,east
periwinkle morsel,$1.25 ,553,10/2/2018,west
vermilion morsel,$4.99 ,543,10/2/2018,north
vermilion morsel,$4.99 ,582,10/2/2018,south
vermilion morsel,$4.99 ,526,10/2/2018,east
vermilion morsel,$4.99 ,543,10/2/2018,west
lapis morsel,$1.99 ,524,10/2/2018,north
lapis morsel,$1.99 ,528,10/2/2018,south
lapis morsel,$1.99 ,558,10/2/2018,east
lapis morsel,$1.99 ,560,10/2/2018,west
pink morsel,$3.00 ,521,10/3/2018,north
pink morsel,$3.00 ,596,10/3/2018,south
pink morsel,$3.00 ,512,10/3/2018,east
pink morsel,$3.00 ,588,10/3/2018,west
gold morsel,$9.99 ,513,10/3/2018,north
gold morsel,$9.99 ,507,10/3/2018,south
gold morsel,$9.99 ,554,10/3/2018,east
gold morsel,$9.99 ,564,10/3/2018,west
magenta morsel,$2.50 ,518,10/3/2018,north
magenta morsel,$2.50 ,588,10/3/2018,south
magenta morsel,$2.50 ,578,10/3/2018,east
magenta morsel,$2.50 ,549,10/3/2018,west
chartreuse morsel,$3.00 ,532,10/3/2018,north
chartreuse morsel,$3.00 ,549,10/3/2018,south
chartreuse morsel,$3.00 ,524,10/3/2018,east
chartreuse morsel,$3.00 ,546,10/3/2018,west
periwinkle morsel,$1.25 ,512,10/3/2018,north
periwinkle morsel,$1.25 ,530,10/3/2018,south
periwinkle morsel,$1.25 ,594,10/3/2018,east
periwinkle morsel,$1.25 ,516,10/3/2018,west
vermilion morsel,$4.99 ,522,10/3/2018,north
vermilion morsel,$4.99 ,547,10/3/2018,south
vermilion morsel,$4.99 ,576,10/3/2018,east
vermilion morsel,$4.99 ,599,10/3/2018,west
lapis morsel,$1.99 ,592,10/3/2018,north
lapis morsel,$1.99 ,581,10/3/2018,south
lapis morsel,$1.99 ,527,10/3/2018,east
lapis morsel,$1.99 ,511,10/3/2018,west
pink morsel,$3.00 ,504,10/4/2018,north
pink morsel,$3.00 ,520,10/4/2018,south
pink morsel,$3.00 ,542,10/4/2018,east
pink morsel,$3.00 ,599,10/4/2018,west
gold morsel,$9.99 ,551,10/4/2018,north
gold morsel,$9.99 ,547,10/4/2018,south
gold morsel,$9.99 ,550,10/4/2018,east
gold morsel,$9.99 ,570,10/4/2018,west
magenta morsel,$2.50 ,578,10/4/2018,north
magenta morsel,$2.50 ,579,10/4/2018,south
magenta morsel,$2.50 ,584,10/4/2018,east
magenta morsel,$2.50 ,525,10/4/2018,west
chartreuse morsel,$3.00 ,564,10/4/2018,north
chartreuse morsel,$3.00 ,526,10/4/2018,south
chartreuse morsel,$3.00 ,549,10/4/2018,east
chartreuse morsel,$3.00 ,566,10/4/2018,west
periwinkle morsel,$1.25 ,551,10/4/2018,north
periwinkle morsel,$1.25 ,567,10/4/2018,south
periwinkle morsel,$1.25 ,589,10/4/2018,east
periwinkle morsel,$1.25 ,581,10/4/2018,west
vermilion morsel,$4.99 ,525,10/4/2018,north
vermilion morsel,$4.99 ,546,10/4/2018,south
vermilion morsel,$4.99 ,538,10/4/2018,east
vermilion morsel,$4.99 ,540,10/4/2018,west
lapis morsel,$1.99 ,556,10/4/2018,north
lapis morsel,$1.99 ,550,10/4/2018,south
lapis morsel,$1.99 ,536,10/4/2018,east
lapis morsel,$1.99 ,565,10/4/2018,west
pink morsel,$3.00 ,593,10/5/2018,north
pink morsel,$3.00 ,561,10/5/2018,south
pink morsel,$3.00 ,571,10/5/2018,east
pink morsel,$3.00 ,598,10/5/2018,west
gold morsel,$9.99 ,586,10/5/2018,north
gold morsel,$9.99 ,561,10/5/2018,south
gold morsel,$9.99 ,510,10/5/2018,east
gold morsel,$9.99 ,530,10/5/2018,west
magenta morsel,$2.50 ,542,10/5/2018,north
magenta morsel,$2.50 ,536,10/5/2018,south
magenta morsel,$2.50 ,501,10/5/2018,east
magenta morsel,$2.50 ,582,10/5/2018,west
chartreuse morsel,$3.00 ,583,10/5/2018,north
chartreuse morsel,$3.00 ,524,10/5/2018,south
chartreuse morsel,$3.00 ,523,10/5/2018,east
chartreuse morsel,$3.00 ,577,10/5/2018,west
periwinkle morsel,$1.25 ,583,10/5/2018,north
periwinkle morsel,$1.25 ,558,10/5/2018,south
periwinkle morsel,$1.25 ,533,10/5/2018,east
periwinkle morsel,$1.25 ,515,10/5/2018,west
vermilion morsel,$4.99 ,554,10/5/2018,north
vermilion morsel,$4.99 ,545,10/5/2018,south
vermilion morsel,$4.99 ,578,10/5/2018,east
vermilion morsel,$4.99 ,576,10/5/2018,west
lapis morsel,$1.99 ,582,10/5/2018,north
lapis morsel,$1.99 ,522,10/5/2018,south
lapis morsel,$1.99 ,531,10/5/2018,east
lapis morsel,$1.99 ,532,10/5/2018,west
pink morsel,$3.00 ,528,10/6/2018,north
pink morsel,$3.00 ,549,10/6/2018,south
pink morsel,$3.00 ,532,10/6/2018,east
pink morsel,$3.00 ,505,10/6/2018,west
gold morsel,$9.99 ,586,10/6/2018,north
gold morsel,$9.99 ,534,10/6/2018,south
gold morsel,$9.99 ,599,10/6/2018,east
gold morsel,$9.99 ,585,10/6/2018,west
magenta morsel,$2.50 ,555,10/6/2018,north
magenta morsel,$2.50 ,531,10/6/2018,south
magenta morsel,$2.50 ,551,10/6/2018,east
magenta morsel,$2.50 ,566,10/6/2018,west
chartreuse morsel,$3.00 ,570,10/6/2018,north
chartreuse morsel,$3.00 ,561,10/6/2018,south
chartreuse morsel,$3.00 ,546,10/6/2018,east
chartreuse morsel,$3.00 ,578,10/6/2018,west
periwinkle morsel,$1.25 ,561,10/6/2018,north
periwinkle morsel,$1.25 ,549,10/6/2018,south
periwinkle morsel,$1.25 ,553,10/6/2018,east
periwinkle morsel,$1.25 ,514,10/6/2018,west
vermilion morsel,$4.99 ,586,10/6/2018,north
vermilion morsel,$4.99 ,541,10/6/2018,south
vermilion morsel,$4.99 ,566,10/6/2018,east
vermilion morsel,$4.99 ,568,10/6/2018,west
lapis morsel,$1.99 ,530,10/6/2018,north
lapis morsel,$1.99 ,519,10/6/2018,south
lapis morsel,$1.99 ,574,10/6/2018,east
lapis morsel,$1.99 ,585,10/6/2018,west
pink morsel,$3.00 ,511,10/7/2018,north
pink morsel,$3.00 ,536,10/7/2018,south
pink morsel,$3.00 ,598,10/7/2018,east
pink morsel,$3.00 ,526,10/7/2018,west
gold morsel,$9.99 ,550,10/7/2018,north
gold morsel,$9.99 ,514,10/7/2018,south
gold morsel,$9.99 ,599,10/7/2018,east
gold morsel,$9.99 ,501,10/7/2018,west
magenta morsel,$2.50 ,558,10/7/2018,north
magenta morsel,$2.50 ,588,10/7/2018,south
magenta morsel,$2.50 ,547,10/7/2018,east
magenta morsel,$2.50 ,564,10/7/2018,west
chartreuse morsel,$3.00 ,597,10/7/2018,north
chartreuse morsel,$3.00 ,504,10/7/2018,south
chartreuse morsel,$3.00 ,511,10/7/2018,east
chartreuse morsel,$3.00 ,576,10/7/2018,west
periwinkle morsel,$1.25 ,595,10/7/2018,north
periwinkle morsel,$1.25 ,566,10/7/2018,south
periwinkle morsel,$1.25 ,530,10/7/2018,east
periwinkle morsel,$1.25 ,591,10/7/2018,west
vermilion morsel,$4.99 ,505,10/7/2018,north
vermilion morsel,$4.99 ,573,10/7/2018,south
vermilion morsel,$4.99 ,503,10/7/2018,east
vermilion morsel,$4.99 ,574,10/7/2018,west
lapis morsel,$1.99 ,567,10/7/2018,north
lapis morsel,$1.99 ,522,10/7/2018,south
lapis morsel,$1.99 ,532,10/7/2018,east
lapis morsel,$1.99 ,561,10/7/2018,west
pink morsel,$3.00 ,567,10/8/2018,north
pink morsel,$3.00 ,539,10/8/2018,south
pink morsel,$3.00 ,593,10/8/2018,east
pink morsel,$3.00 ,595,10/8/2018,west
gold morsel,$9.99 ,549,10/8/2018,north
gold morsel,$9.99 ,538,10/8/2018,south
gold morsel,$9.99 ,503,10/8/2018,east
gold morsel,$9.99 ,554,10/8/2018,west
magenta morsel,$2.50 ,566,10/8/2018,north
magenta morsel,$2.50 ,500,10/8/2018,south
magenta morsel,$2.50 ,555,10/8/2018,east
magenta morsel,$2.50 ,556,10/8/2018,west
chartreuse morsel,$3.00 ,528,10/8/2018,north
chartreuse morsel,$3.00 ,565,10/8/2018,south
chartreuse morsel,$3.00 ,537,10/8/2018,east
chartreuse morsel,$3.00 ,524,10/8/2018,west
periwinkle morsel,$1.25 ,563,10/8/2018,north
periwinkle morsel,$1.25 ,563,10/8/2018,south
periwinkle morsel,$1.25 ,572,10/8/2018,east
periwinkle morsel,$1.25 ,564,10/8/2018,west
vermilion morsel,$4.99 ,552,10/8/2018,north
vermilion morsel,$4.99 ,597,10/8/2018,south
vermilion morsel,$4.99 ,539,10/8/2018,east
vermilion morsel,$4.99 ,598,10/8/2018,west
lapis morsel,$1.99 ,577,10/8/2018,north
lapis morsel,$1.99 ,550,10/8/2018,south
lapis morsel,$1.99 ,523,10/8/2018,east
lapis morsel,$1.99 ,538,10/8/2018,west
pink morsel,$3.00 ,560,10/9/2018,north
pink morsel,$3.00 ,530,10/9/2018,south
pink morsel,$3.00 ,517,10/9/2018,east
pink morsel,$3.00 ,529,10/9/2018,west
gold morsel,$9.99 ,539,10/9/2018,north
gold morsel,$9.99 ,540,10/9/2018,south
gold morsel,$9.99 ,515,10/9/2018,east
gold morsel,$9.99 ,537,10/9/2018,west
magenta morsel,$2.50 ,567,10/9/2018,north
magenta morsel,$2.50 ,565,10/9/2018,south
magenta morsel,$2.50 ,568,10/9/2018,east
magenta morsel,$2.50 ,558,10/9/2018,west
chartreuse morsel,$3.00 ,575,10/9/2018,north
chartreuse morsel,$3.00 ,587,10/9/2018,south
chartreuse morsel,$3.00 ,536,10/9/2018,east
chartreuse morsel,$3.00 ,531,10/9/2018,west
periwinkle morsel,$1.25 ,577,10/9/2018,north
periwinkle morsel,$1.25 ,585,10/9/2018,south
periwinkle morsel,$1.25 ,500,10/9/2018,east
periwinkle morsel,$1.25 ,508,10/9/2018,west
vermilion morsel,$4.99 ,529,10/9/2018,north
vermilion morsel,$4.99 ,530,10/9/2018,south
vermilion morsel,$4.99 ,511,10/9/2018,east
vermilion morsel,$4.99 ,548,10/9/2018,west
lapis morsel,$1.99 ,519,10/9/2018,north
lapis morsel,$1.99 ,598,10/9/2018,south
lapis morsel,$1.99 ,558,10/9/2018,east
lapis morsel,$1.99 ,532,10/9/2018,west
pink morsel,$3.00 ,583,10/10/2018,north
pink morsel,$3.00 ,567,10/10/2018,south
pink morsel,$3.00 ,533,10/10/2018,east
pink morsel,$3.00 ,502,10/10/2018,west
gold morsel,$9.99 ,531,10/10/2018,north
gold morsel,$9.99 ,511,10/10/2018,south
gold morsel,$9.99 ,507,10/10/2018,east
gold morsel,$9.99 ,502,10/10/2018,west
magenta morsel,$2.50 ,589,10/10/2018,north
magenta morsel,$2.50 ,550,10/10/2018,south
magenta morsel,$2.50 ,589,10/10/2018,east
magenta morsel,$2.50 ,564,10/10/2018,west
chartreuse morsel,$3.00 ,501,10/10/2018,north
chartreuse morsel,$3.00 ,595,10/10/2018,south
chartreuse morsel,$3.00 ,566,10/10/2018,east
chartreuse morsel,$3.00 ,508,10/10/2018,west
periwinkle morsel,$1.25 ,507,10/10/2018,north
periwinkle morsel,$1.25 ,551,10/10/2018,south
periwinkle morsel,$1.25 ,569,10/10/2018,east
periwinkle morsel,$1.25 ,513,10/10/2018,west
vermilion morsel,$4.99 ,518,10/10/2018,north
vermilion morsel,$4.99 ,502,10/10/2018,south
vermilion morsel,$4.99 ,512,10/10/2018,east
vermilion morsel,$4.99 ,589,10/10/2018,west
lapis morsel,$1.99 ,572,10/10/2018,north
lapis morsel,$1.99 ,525,10/10/2018,south
lapis morsel,$1.99 ,532,10/10/2018,east
lapis morsel,$1.99 ,540,10/10/2018,west
pink morsel,$3.00 ,532,10/11/2018,north
pink morsel,$3.00 ,600,10/11/2018,south
pink morsel,$3.00 ,583,10/11/2018,east
pink morsel,$3.00 ,558,10/11/2018,west
gold morsel,$9.99 ,551,10/11/2018,north
gold morsel,$9.99 ,590,10/11/2018,south
gold morsel,$9.99 ,567,10/11/2018,east
gold morsel,$9.99 ,559,10/11/2018,west
magenta morsel,$2.50 ,600,10/11/2018,north
magenta morsel,$2.50 ,593,10/11/2018,south
magenta morsel,$2.50 ,581,10/11/2018,east
magenta morsel,$2.50 ,557,10/11/2018,west
chartreuse morsel,$3.00 ,569,10/11/2018,north
chartreuse morsel,$3.00 ,541,10/11/2018,south
chartreuse morsel,$3.00 ,595,10/11/2018,east
chartreuse morsel,$3.00 ,503,10/11/2018,west
periwinkle morsel,$1.25 ,533,10/11/2018,north
periwinkle morsel,$1.25 ,559,10/11/2018,south
periwinkle morsel,$1.25 ,572,10/11/2018,east
periwinkle morsel,$1.25 ,538,10/11/2018,west
vermilion morsel,$4.99 ,530,10/11/2018,north
vermilion morsel,$4.99 ,524,10/11/2018,south
vermilion morsel,$4.99 ,557,10/11/2018,east
vermilion morsel,$4.99 ,533,10/11/2018,west
lapis morsel,$1.99 ,504,10/11/2018,north
lapis morsel,$1.99 ,591,10/11/2018,south
lapis morsel,$1.99 ,581,10/11/2018,east
lapis morsel,$1.99 ,593,10/11/2018,west
pink morsel,$3.00 ,594,10/12/2018,north
pink morsel,$3.00 ,549,10/12/2018,south
pink morsel,$3.00 ,514,10/12/2018,east
pink morsel,$3.00 ,552,10/12/2018,west
gold morsel,$9.99 ,551,10/12/2018,north
gold morsel,$9.99 ,562,10/12/2018,south
gold morsel,$9.99 ,547,10/12/2018,east
gold morsel,$9.99 ,564,10/12/2018,west
magenta morsel,$2.50 ,560,10/12/2018,north
magenta morsel,$2.50 ,532,10/12/2018,south
magenta morsel,$2.50 ,529,10/12/2018,east
magenta morsel,$2.50 ,576,10/12/2018,west
chartreuse morsel,$3.00 ,509,10/12/2018,north
chartreuse morsel,$3.00 ,544,10/12/2018,south
chartreuse morsel,$3.00 ,505,10/12/2018,east
chartreuse morsel,$3.00 ,539,10/12/2018,west
periwinkle morsel,$1.25 ,531,10/12/2018,north
periwinkle morsel,$1.25 ,570,10/12/2018,south
periwinkle morsel,$1.25 ,559,10/12/2018,east
periwinkle morsel,$1.25 ,590,10/12/2018,west
vermilion morsel,$4.99 ,544,10/12/2018,north
vermilion morsel,$4.99 ,519,10/12/2018,south
vermilion morsel,$4.99 ,531,10/12/2018,east
vermilion morsel,$4.99 ,591,10/12/2018,west
lapis morsel,$1.99 ,548,10/12/2018,north
lapis morsel,$1.99 ,582,10/12/2018,south
lapis morsel,$1.99 ,538,10/12/2018,east
lapis morsel,$1.99 ,544,10/12/2018,west
pink morsel,$3.00 ,527,10/13/2018,north
pink morsel,$3.00 ,571,10/13/2018,south
pink morsel,$3.00 ,574,10/13/2018,east
pink morsel,$3.00 ,562,10/13/2018,west
gold morsel,$9.99 ,597,10/13/2018,north
gold morsel,$9.99 ,583,10/13/2018,south
gold morsel,$9.99 ,553,10/13/2018,east
gold morsel,$9.99 ,579,10/13/2018,west
magenta morsel,$2.50 ,576,10/13/2018,north
magenta morsel,$2.50 ,558,10/13/2018,south
magenta morsel,$2.50 ,550,10/13/2018,east
magenta morsel,$2.50 ,548,10/13/2018,west
chartreuse morsel,$3.00 ,554,10/13/2018,north
chartreuse morsel,$3.00 ,600,10/13/2018,south
chartreuse morsel,$3.00 ,530,10/13/2018,east
chartreuse morsel,$3.00 ,558,10/13/2018,west
periwinkle morsel,$1.25 ,582,10/13/2018,north
periwinkle morsel,$1.25 ,587,10/13/2018,south
periwinkle morsel,$1.25 ,589,10/13/2018,east
periwinkle morsel,$1.25 ,590,10/13/2018,west
vermilion morsel,$4.99 ,544,10/13/2018,north
vermilion morsel,$4.99 ,527,10/13/2018,south
vermilion morsel,$4.99 ,569,10/13/2018,east
vermilion morsel,$4.99 ,534,10/13/2018,west
lapis morsel,$1.99 ,517,10/13/2018,north
lapis morsel,$1.99 ,569,10/13/2018,south
lapis morsel,$1.99 ,509,10/13/2018,east
lapis morsel,$1.99 ,570,10/13/2018,west
pink morsel,$3.00 ,576,10/14/2018,north
pink morsel,$3.00 ,585,10/14/2018,south
pink morsel,$3.00 ,501,10/14/2018,east
pink morsel,$3.00 ,534,10/14/2018,west
gold morsel,$9.99 ,591,10/14/2018,north
gold morsel,$9.99 ,534,10/14/2018,south
gold morsel,$9.99 ,582,10/14/2018,east
